name,height,formats,generation_x,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp_y,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation_y,is_legendary,moveset,vgc_usage_percent,vgc_usage_year,type1_analysis,type2_analysis,ability1,ability2,hidden_ability
stunfisk,0.7,PU,BW,1,4,0,4,0,1,2,4,2,0,0,0,0,0,2,2,0,0,0,2,11,9,6,4,3,2,9,8,5,0,11,10,8,8,8,6,4,6,5,5,5,5,1,1,0,0,0,3,0,1,1,0,0,0,0,50.0,50.0,0,ZU,0,"['Static', 'Limber', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,66,5120,70,471,75,Trap Pokémon,84,1000000,0.7,109,Maggyoマッギョ,50.0,618,81,99,32,ground,electric,11.0,5,0,"Discharge, Earth Power, Rest, Stealth Rock, Thunder Wave, Toxic",,,ground,electric,static,limber,sand-veil
mienshao,1.4,UU,BW,4,3,0,3,0,0,1,0,0,0,0,0,3,2,4,1,2,2,0,0,18,11,7,5,4,2,9,9,7,2,3,3,3,3,2,2,0,2,2,2,2,2,2,2,2,1,1,2,0,1,1,1,1,1,1,100.0,26.31578947,0,RU,3,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,6400,70,510,45,Martial Arts Pokémon,60,1059860,1.4,65,Kojondoコジョンド,50.0,620,95,60,105,fighting,,35.5,5,0,"Close Combat, Knock Off, Poison Jab, Stone Edge, U-turn",0.48225,Smogon_VGC_Usage_2022,fighting,No_type,inner-focus,regenerator,reckless
golurk,2.8,RU,BW,3,5,0,2,1,3,2,11,2,0,1,0,0,0,3,0,2,0,0,1,29,23,19,11,8,4,11,11,11,3,11,10,10,10,8,6,3,8,8,8,8,8,2,2,2,1,1,3,0,1,1,1,1,0,0,75.0,75.0,0,NU,2,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,124,6400,70,483,90,Automaton Pokémon,80,1000000,2.8,89,Goloogゴルーグ,,623,55,80,55,ground,ghost,330.0,5,0,"Darkest Lariat, Earthquake, Heat Crash, Poltergeist",0.05,Worlds_VGC_Usage_2024,ground,ghost,iron-fist,klutz,no-guard
pawniard,0.5,PU,BW,1,2,1,9,0,2,2,13,2,0,2,0,0,2,4,2,0,0,0,0,14,11,6,4,3,0,12,12,6,0,4,4,4,2,1,0,0,3,3,3,3,2,1,1,1,1,0,3,0,1,1,1,1,1,0,88.88888889,88.88888889,0,ZU,0,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,85,5120,35,340,120,Sharp Blade Pokémon,70,1000000,0.5,45,Komatanaコマタナ,50.0,624,40,40,60,dark,steel,10.2,5,0,"Brick Break, Iron Head, Knock Off, Stealth Rock, Sucker Punch, Swords Dance",,,dark,steel,defiant,inner-focus,pressure
bisharp,1.6,OU,BW,5,2,1,9,0,2,2,13,2,0,2,0,0,2,4,2,0,0,0,0,16,13,8,6,4,1,12,12,8,1,6,6,6,4,3,2,0,5,5,5,5,4,3,3,3,2,1,3,0,1,1,1,1,1,0,88.88888889,88.88888889,0,OU,5,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125,5120,35,490,45,Sword Blade Pokémon,100,1000000,1.6,65,Kirikizanキリキザン,50.0,625,60,70,70,dark,steel,70.0,5,0,"Assurance, Beat Up, Iron Head, Knock Off, Sucker Punch, Swords Dance",0.04871,Smogon_VGC_Usage_2022,dark,steel,defiant,inner-focus,pressure
bouffalant,1.6,PU,BW,1,1,0,0,0,1,1,3,0,0,0,0,0,0,4,0,0,0,0,0,23,19,14,11,6,3,12,12,11,4,2,1,1,1,1,0,0,4,4,4,4,3,1,1,1,0,0,2,0,1,1,0,0,0,0,60.0,60.0,0,ZU,0,"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,5120,70,490,45,Bash Buffalo Pokémon,95,1000000,1.6,95,Buffronバッフロン,50.0,626,40,95,55,normal,,94.6,5,0,"Body Slam, Substitute, Swords Dance, Throat Chop",6e-05,Smogon_VGC_Usage_2022,normal,No_type,reckless,sap-sipper,soundproof
braviary,1.5,NU,BW,2,3,0,2,0,2,2,7,0,1,2,0,3,0,3,0,0,1,0,3,13,12,7,6,3,2,8,8,6,3,3,3,3,3,3,2,1,3,3,3,3,3,2,2,1,1,1,2,0,1,1,1,1,1,0,88.88888889,88.88888889,0,NU,2,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123,5120,70,510,60,Valiant Pokémon,75,1250000,1.5,100,Warrgleウォーグル,100.0,628,57,75,80,normal,flying,41.0,5,0,"Brave Bird, Bulk Up, Close Combat, Roost",0.24137,Smogon_VGC_Usage_2022,normal,flying,keen-eye,sheer-force,defiant
mandibuzz,1.2,OU,BW,5,4,0,3,0,2,2,7,0,1,0,0,3,2,4,0,0,1,0,0,8,6,3,3,2,1,7,6,3,2,5,5,5,4,4,2,0,5,5,5,5,4,1,1,1,1,1,2,0,1,0,0,0,0,0,40.0,40.0,0,OU,5,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65,5120,35,510,60,Bone Vulture Pokémon,105,1250000,1.2,110,Vulginaバルジーナ,0.0,630,55,95,80,dark,flying,39.5,5,0,"Defog, Foul Play, Knock Off, Roost, U-turn",0.12325,Smogon_VGC_Usage_2023,dark,flying,big-pecks,overcoat,weak-armor
heatmor,1.4,PU,BW,1,3,0,6,0,0,1,3,0,0,0,0,0,2,2,2,2,0,0,1,16,13,8,4,2,2,10,10,6,3,8,8,8,8,6,4,3,5,5,5,5,3,3,3,3,0,0,3,0,1,1,1,1,0,0,77.77777778,77.77777778,0,ZU,0,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97,5120,70,484,90,Anteater Pokémon,66,1000000,1.4,85,Kuitaranクイタラン,50.0,631,105,66,65,fire,,58.0,5,0,"Fire Blast, Fire Lash, Focus Blast, Giga Drain, Knock Off, Overheat, Scorching Sands, Sucker Punch, Superpower",,,fire,No_type,gluttony,flash-fire,white-smoke
durant,0.3,RU,BW,3,0,1,7,1,1,2,11,0,0,0,0,0,0,3,2,0,0,0,0,15,13,8,6,3,1,10,10,7,2,4,4,3,2,1,0,0,4,4,4,3,2,1,1,1,1,0,3,0,1,0,0,0,0,0,40.0,40.0,0,RU,3,"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109,5120,70,484,90,Iron Ant Pokémon,112,1000000,0.3,58,Aiantアイアント,50.0,632,48,48,109,bug,steel,33.0,5,0,"Crunch, First Impression, Iron Head, Stomping Tantrum, Superpower",0.01686,Smogon_VGC_Usage_2022,bug,steel,swarm,hustle,truant
hydreigon,1.8,OU,BW,5,4,1,6,0,1,2,4,0,1,0,0,3,0,4,0,0,1,0,0,26,21,14,11,4,2,14,13,10,4,15,15,15,14,9,6,4,10,10,10,10,9,6,6,4,1,1,3,0,1,1,1,1,1,0,95.45454545,95.45454545,0,OU,5,['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105,10240,35,600,45,Brutal Pokémon,90,1250000,1.8,92,Sazandoraサザンドラ,50.0,635,125,90,98,dark,dragon,160.0,5,0,"Dark Pulse, Earth Power, Flash Cannon, Nasty Plot, Roost",3.26093,Smogon_VGC_Usage_2023,dark,dragon,levitate,No_ability,None 
cobalion,2.1,UU,BW,4,3,0,6,2,1,2,11,2,0,0,0,3,0,4,1,0,0,0,0,15,12,9,8,6,2,8,8,8,3,4,4,4,3,2,2,0,4,4,4,4,3,3,3,3,2,1,3,0,1,1,1,1,0,0,75.0,75.0,0,RU,3,['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90,20480,35,580,3,Iron Will Pokémon,129,1250000,2.1,91,Cobalonコバルオン,,638,90,72,108,steel,fighting,250.0,5,1,"Close Combat, Iron Head, Stealth Rock, Stone Edge, Swords Dance, Volt Switch",0.03285,Smogon_VGC_Usage_2024,steel,fighting,justified,No_ability,None 
terrakion,1.9,OU,BW,5,7,0,6,0,0,2,-1,2,0,0,0,0,0,4,1,0,0,0,0,20,17,13,11,8,3,9,9,8,3,3,3,3,3,3,3,0,4,4,4,4,3,2,2,2,1,1,2,0,1,1,1,1,0,0,75.0,75.0,0,OU,5,['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129,20480,35,580,3,Cavern Pokémon,90,1250000,1.9,91,Terrakionテラキオン,,639,72,90,108,rock,fighting,260.0,5,1,"Close Combat, Earthquake, Stealth Rock, Stone Edge, Swords Dance, Taunt",0.95251,Smogon_VGC_Usage_2024,rock,fighting,justified,No_ability,None 
virizion,2.0,NU,BW,2,5,1,6,0,0,2,-1,0,0,0,0,0,0,4,1,2,1,0,2,15,12,9,8,5,3,8,8,7,3,5,5,5,5,4,3,1,4,4,4,4,3,3,3,3,1,1,2,0,1,1,1,1,0,0,75.0,75.0,0,NU,2,['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90,20480,35,580,3,Grassland Pokémon,72,1250000,2.0,91,Virizionビリジオン,,640,90,129,108,grass,fighting,200.0,5,1,"Air Slash, Calm Mind, Close Combat, Focus Blast, Giga Drain, Leaf Blade, Stone Edge, Swords Dance",0.01153,Smogon_VGC_Usage_2024,grass,fighting,justified,No_ability,None 
tornadus,1.5,UU,BW,4,3,0,3,0,1,1,4,0,1,2,0,3,2,4,3,0,0,0,3,15,9,5,3,2,0,7,6,5,2,10,9,9,9,8,6,4,8,8,8,8,7,3,3,2,1,1,2,0,1,1,1,1,1,0,88.88888889,88.88888889,0,RU,3,"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100,30720,90,580,3,Cyclone Pokémon,80,1250000,1.5,79,Tornelos (keshin Forme)トルネロス,100.0,641,110,90,121,flying,,63.0,5,1,"Dark Pulse, Defog, Focus Blast, Heat Wave, Hurricane, Nasty Plot, Superpower, Taunt, U-turn",,,,,,,
thundurus,1.5,UU,BW,4,2,0,5,0,1,2,7,0,1,2,0,3,2,4,3,0,0,0,2,17,11,6,4,2,0,8,7,6,2,11,11,10,10,8,6,4,8,8,8,8,7,3,3,2,1,1,3,0,1,1,1,1,1,0,88.88888889,88.88888889,0,UU,4,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105,30720,90,580,3,Bolt Strike Pokémon,70,1250000,1.5,79,Voltolos (keshin Forme)ボルトロス,100.0,642,145,80,101,electric,flying,61.0,5,1,"Focus Blast, Knock Off, Nasty Plot, Psychic, Thunderbolt, U-turn, Volt Switch",,,,,,,
reshiram,3.2,Uber,BW,6,3,0,3,2,0,2,4,0,1,0,0,0,0,4,0,0,1,0,2,19,16,12,11,5,2,10,10,8,3,15,14,14,14,12,10,7,8,8,8,8,7,4,4,4,1,1,3,0,1,1,1,1,0,0,76.92307692,76.92307692,0,Uber,6,['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120,30720,0,680,3,Vast White Pokémon,100,1250000,3.2,100,Reshiramレシラム,,643,150,120,90,dragon,fire,330.0,5,1,"Blue Flare, Draco Meteor, Roost, Stone Edge",3.53,Worlds_VGC_Usage_2022,dragon,fire,turboblaze,No_ability,None 
zekrom,2.9,Uber,BW,6,4,0,5,1,0,2,3,0,1,0,0,3,0,4,0,0,1,0,2,20,17,14,11,4,2,10,10,8,2,12,11,10,10,7,6,3,9,9,9,9,8,4,4,3,1,1,3,1,1,1,1,1,0,0,76.92307692,76.92307692,0,Uber,6,['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,680,3,Deep Black Pokémon,120,1250000,2.9,100,Zekromゼクロム,,644,120,100,90,dragon,electric,345.0,5,1,"Bolt Strike, Dragon Claw, Dragon Dance, Roost, Substitute",0.79884,Smogon_VGC_Usage_2022,dragon,electric,teravolt,No_ability,None 
landorus,1.5,Uber,BW,6,1,1,3,0,2,2,8,2,1,0,0,3,2,4,0,0,0,0,2,18,13,7,6,3,2,8,8,7,3,7,6,6,6,5,5,3,5,5,5,5,5,2,2,2,1,1,1,0,1,1,0,0,0,0,50.0,50.0,0,Uber,6,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145,30720,90,600,3,Abundance Pokémon,90,1250000,1.5,89,Landlos (keshin Forme)ランドロス,100.0,645,105,80,91,ground,flying,68.0,5,1,"Defog, Earth Power, Knock Off, Rock Slide, Stealth Rock",,,,,,,
kyurem,3.0,OU,BW,5,5,0,3,0,0,2,-2,0,0,0,0,0,0,4,0,0,1,0,2,18,14,11,10,4,1,10,9,7,2,14,12,12,11,8,8,5,9,9,9,9,8,4,4,3,1,1,2,0,1,1,1,0,0,0,65.2173913,65.2173913,0,OU,5,"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,120,30720,0,700,3,Boundary Pokémon,90,1250000,3.0,125,Kyuremキュレム,,646,170,100,95,dragon,ice,325.0,5,1,"Earth Power, Focus Blast, Freeze-Dry, Ice Beam, Roost, Substitute",0.00046,Smogon_VGC_Usage_2024,dragon,ice,pressure,No_ability,None 
keldeo,1.4,OU,BW,5,5,0,7,0,0,2,2,0,0,0,0,3,0,4,2,0,0,0,0,16,12,9,8,6,2,8,8,7,3,8,7,6,6,6,5,2,5,5,5,5,3,3,3,2,1,1,2,1,1,1,1,1,0,0,75.0,75.0,0,UU,4,['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72,20480,35,580,3,Colt Pokémon,90,1250000,1.4,91,Keldeo (itsumo No Sugata)ケルディオ,,647,129,90,108,water,fighting,48.5,5,1,"Air Slash, Calm Mind, Flip Turn, Hydro Pump, Icy Wind, Scald, Secret Sword, Substitute, Surf, Toxic",,,,,,,
genesect,1.5,Uber,BW,6,0,1,7,1,1,2,11,0,0,0,0,3,0,4,2,2,0,0,2,10,10,5,4,2,0,9,9,7,2,13,13,12,10,8,5,5,9,9,9,9,9,4,4,3,2,1,3,0,1,0,0,0,0,0,33.33333333,33.33333333,0,Uber,6,['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120,30720,0,600,3,Paleozoic Pokémon,95,1250000,1.5,71,Genesectゲノセクト,,649,120,95,99,bug,steel,82.5,5,1,"Explosion, Flamethrower, Ice Beam, Iron Head, U-turn",,,bug,steel,download,No_ability,None 
zygarde,5.0,Uber,XY,6,2,1,3,0,1,2,3,0,0,0,0,0,0,4,2,0,0,0,0,18,13,11,8,3,2,9,9,8,3,8,8,8,8,5,4,2,6,6,6,6,5,3,3,3,1,1,4,1,1,0,0,0,0,0,1.0,0.0,1,Uber,6,"['Aura Break', 'Power Construct']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,30720,0,708,3,Order Pokémon,121,1250000,5.0,216,Zygarde (10% Forme)ジガルデ,,718,91,95,85,dragon,ground,284.6,6,1,"Coil, Dragon Dance, Dragon Tail, Glare, Rest, Substitute, Thousand Arrows, Thousand Waves, Toxic",1.22946,Smogon_VGC_Usage_2022,dragon,ground,power-construct,No_ability,None 
aegislash,1.7,OU,XY,5,4,0,8,1,3,2,18,0,0,1,0,0,0,4,2,0,0,0,2,12,9,7,5,4,1,9,9,4,3,4,4,4,3,2,2,0,5,5,5,5,3,2,2,2,2,1,4,0,1,0,0,0,0,0,1.0,0.0,1,UU,4,['Stance Change'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,150,5120,70,520,45,Royal Sword Pokémon,50,1000000,1.7,60,Gillgardギルガルド,50.0,681,150,50,60,steel,ghost,53.0,6,0,"Autotomize, Close Combat, Flash Cannon, King's Shield, Shadow Ball, Shadow Claw, Shadow Sneak, Steel Beam, Substitute, Swords Dance, Toxic",0.02956,Smogon_VGC_Usage_2022,steel,ghost,stance-change,No_ability,None 
hawlucha,0.8,OU,XY,5,5,0,3,1,1,2,4,0,1,0,0,3,0,4,0,2,1,0,0,28,21,17,12,7,3,13,13,12,3,2,2,2,2,1,1,0,2,2,2,2,1,1,1,1,0,0,2,0,1,1,1,1,1,0,85.71428571,85.71428571,0,OU,5,"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,92,5120,70,500,100,Wrestling Pokémon,75,1000000,0.8,78,Luchabullルチャブル,50.0,701,74,63,118,fighting,flying,21.5,6,0,"Acrobatics, Close Combat, Swords Dance, Taunt",1.14419,Smogon_VGC_Usage_2023,fighting,flying,limber,unburden,mold-breaker
avalugg,2.0,PU,XY,1,4,0,1,0,0,1,-3,0,1,0,0,0,0,3,0,0,1,0,2,19,18,12,9,7,2,7,7,6,2,7,6,5,4,3,2,2,4,4,4,4,4,3,3,1,1,1,1,0,1,1,0,0,0,0,57.14285714,57.14285714,0,ZU,0,"['Own Tempo', 'Ice Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,117,5120,70,514,55,Iceberg Pokémon,184,1000000,2.0,95,Crebaseクレベース,50.0,713,44,46,28,ice,,505.0,6,0,"Avalanche, Body Press, Rapid Spin, Recover, Toxic",0.11,Worlds_VGC_Usage_2024,ice,No_type,own-tempo,ice-body,sturdy
noivern,1.5,UU,XY,4,3,1,4,1,1,2,5,0,1,0,0,3,0,4,0,1,1,0,3,12,9,7,5,0,0,9,9,7,3,13,13,12,12,10,8,5,10,9,9,9,8,5,4,3,1,1,3,0,1,1,0,0,0,0,55.55555556,55.55555556,0,RU,3,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,70,5120,70,535,45,Sound Wave Pokémon,80,1000000,1.5,85,Onvernオンバーン,50.0,715,97,80,123,flying,dragon,85.0,6,0,"Defog, Draco Meteor, Flamethrower, Roost, U-turn",0.04,Worlds_VGC_Usage_2024,flying,dragon,frisk,infiltrator,telepathy
diggersby,1.0,UU,XY,4,4,0,2,0,2,2,6,3,0,0,0,3,2,4,1,0,0,0,1,31,22,16,9,4,2,11,11,11,3,6,5,5,5,4,2,1,4,4,4,4,4,1,1,1,1,1,0,0,1,1,1,1,1,1,100.0,0.0,0,UU,4,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,56,3840,70,423,127,Digging Pokémon,77,1000000,1.0,85,Horudoホルード,50.0,660,50,77,78,normal,ground,42.4,6,0,"Body Slam, Earthquake, Fire Punch, Mega Kick, Quick Attack, Spikes, Swords Dance, U-turn",0.1213,Smogon_VGC_Usage_2022,normal,ground,pickup,cheek-pouch,huge-power
talonflame,1.2,RU,XY,3,2,1,4,2,1,2,8,0,1,0,0,3,0,4,3,0,1,0,3,6,5,4,3,2,2,5,5,3,3,6,6,6,6,5,4,4,3,3,3,3,3,3,3,2,1,1,3,0,1,1,1,0,0,0,66.66666667,66.66666667,1,NU,2,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,81,3840,70,499,45,Scorching Pokémon,71,1059860,1.2,78,Fiarrowファイアロー,50.0,663,74,69,126,fire,flying,24.5,6,0,"Brave Bird, Defog, Flare Blitz, Roost, Toxic, U-turn, Will-O-Wisp",12.80519,Smogon_VGC_Usage_2023,fire,flying,flame-body,No_ability,gale-wings
pangoro,2.1,RU,XY,3,2,1,2,1,1,2,4,0,0,0,0,2,2,4,2,2,0,0,0,38,30,25,19,10,4,15,15,13,4,8,8,7,6,4,2,1,6,5,5,5,5,2,2,2,1,1,2,0,1,1,1,1,1,1,100.0,76.92307692,0,RU,3,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,124,6400,70,495,65,Daunting Pokémon,78,1000000,2.1,95,Gorondaゴロンダ,50.0,675,69,71,58,fighting,dark,136.0,6,0,"Bullet Punch, Close Combat, Drain Punch, Iron Head, Knock Off",,,fighting,dark,iron-fist,mold-breaker,scrappy
doublade,0.8,RU,XY,3,4,0,8,1,3,2,18,0,0,1,0,0,0,4,2,0,0,0,2,11,8,6,4,3,1,9,9,3,1,2,2,2,1,0,0,0,3,3,3,3,1,1,1,1,1,0,2,0,1,1,1,1,0,0,75.0,75.0,0,RU,3,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,110,5120,70,448,90,Sword Pokémon,150,1000000,0.8,59,Nidangillニダンギル,50.0,680,45,49,35,steel,ghost,4.5,6,0,"Close Combat, Iron Head, Shadow Claw, Shadow Sneak, Swords Dance",,,steel,ghost,no-guard,No_ability,None 
aromatisse,0.8,PU,XY,1,2,0,3,0,1,1,5,0,0,0,2,0,0,4,0,2,0,0,2,3,2,1,0,0,0,1,1,1,1,8,8,8,8,7,5,5,6,6,6,6,6,3,2,1,1,1,2,0,1,1,1,1,1,1,100.0,14.28571429,0,PU,1,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,72,5120,70,462,140,Fragrance Pokémon,72,1000000,0.8,101,Frefuwanフレフワン,50.0,683,99,89,29,fairy,,15.5,6,0,"Heal Bell, Moonblast, Protect, Psychic, Toxic, Wish",,,fairy,No_type,healer,No_ability,aroma-veil
slurpuff,0.8,RU,XY,3,2,0,3,0,1,1,5,4,0,0,2,0,0,4,0,2,0,0,2,4,2,1,1,1,0,3,3,2,1,7,7,7,7,7,4,4,7,7,7,7,7,3,2,1,1,1,2,0,1,1,1,1,1,0,85.71428571,85.71428571,0,RU,3,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,70,480,140,Meringue Pokémon,86,1000000,0.8,82,Peroreamペロリーム,50.0,685,85,75,72,fairy,,5.0,6,0,"Endeavor, Magic Coat, Misty Explosion, Sticky Web, Yawn",,,fairy,No_type,sweet-veil,No_ability,unburden
barbaracle,1.3,RU,XY,3,3,1,4,1,0,2,1,2,0,0,0,0,0,5,0,0,0,0,1,22,16,10,9,5,2,11,11,8,2,14,11,9,8,7,6,4,8,7,7,7,6,3,3,2,1,1,3,0,1,1,1,1,1,1,100.0,50.0,0,RU,3,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,105,5120,70,500,45,Collective Pokémon,115,1000000,1.3,72,Gamenodesガメノデス,50.0,689,54,86,68,rock,water,96.0,6,0,"Grass Knot, Liquidation, Shell Smash, Stone Edge",,,rock,water,tough-claws,sniper,pickpocket
dragalge,1.8,RU,XY,3,4,0,6,1,0,2,4,1,0,0,0,3,0,2,0,0,0,0,2,9,8,6,6,2,0,7,7,7,3,13,12,11,11,10,8,6,8,8,8,8,7,5,5,3,1,1,2,0,1,1,1,1,1,1,100.0,0.0,0,NU,2,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,75,5120,70,494,55,Mock Kelp Pokémon,90,1000000,1.8,65,Dramidoroドラミドロ,50.0,691,97,123,44,poison,dragon,81.5,6,0,"Draco Meteor, Flip Turn, Focus Blast, Scald, Sludge Bomb",0.09,Worlds_VGC_Usage_2023,poison,dragon,poison-point,poison-touch,adaptability
